0	1	2	3	4	5
http://pfam.xfam.org/family/PF14111	scaffold5217:187158-187706	ID=maker-scaffold5217-exonerate_protein2genome-gene-0.69-mRNA-1;Parent=maker-scaffold5217-exonerate_protein2genome-gene-0.69;Dbxref=PFAM:PF14111,InterPro:IPR025558;Name=phet_11;_AED=0.46;_QI=0|-1|0|1|-1|0|1|0|182;_eAED=0.46;product=Phenylalanine--tRNA 	PF14111	1	Signal, 
http://pfam.xfam.org/family/PF00646	scaffold7599:192557-195589	ID=evm-scaffold7599-processed-gene-0.10-mRNA-1;Parent=evm-scaffold7599-processed-gene-0.10;Dbxref=PFAM:PF00646,PFAM:PF08387,SUPERFAMILY:SSF52047,SUPERFAMILY:SSF81383,InterPro:IPR001810,InterPro:IPR006566;Name=at5g56440;Ontology_term=GO:0005515;_AED=0.45;_QI=41|1|1|1|0.33|0.5|4|266|465;_eAED=0.45;product=Putative 	PF00646	4	Defense, Cell death, Signal, 
http://pfam.xfam.org/family/PF00078	scaffold11953:199433-201291	ID=maker-scaffold11953-exonerate_protein2genome-gene-0.24-mRNA-1;Parent=maker-scaffold11953-exonerate_protein2genome-gene-0.24;Dbxref=PFAM:PF00078,PFAM:PF00098,PFAM:PF08284,SUPERFAMILY:SSF50630,SUPERFAMILY:SSF56672,InterPro:IPR000477,InterPro:IPR001878,InterPro:IPR013242,InterPro:IPR021109;Name=ty3b-i_2;Ontology_term=GO:0003676,GO:0008270;_AED=0.57;_QI=0|0|0|1|0|0|4|0|510;_eAED=0.60;product=Transposon 	PF00078	6	Defense, Resistance, Kinase, Protease, 
http://pfam.xfam.org/family/PF00098	scaffold11953:199433-201291	ID=maker-scaffold11953-exonerate_protein2genome-gene-0.24-mRNA-1;Parent=maker-scaffold11953-exonerate_protein2genome-gene-0.24;Dbxref=PFAM:PF00078,PFAM:PF00098,PFAM:PF08284,SUPERFAMILY:SSF50630,SUPERFAMILY:SSF56672,InterPro:IPR000477,InterPro:IPR001878,InterPro:IPR013242,InterPro:IPR021109;Name=ty3b-i_2;Ontology_term=GO:0003676,GO:0008270;_AED=0.57;_QI=0|0|0|1|0|0|4|0|510;_eAED=0.60;product=Transposon 	PF00098	3	WRKY, Embryo, 
http://pfam.xfam.org/family/PF05608	scaffold12163:205105-206614	ID=maker-scaffold12163-exonerate_protein2genome-gene-0.69-mRNA-1;Parent=maker-scaffold12163-exonerate_protein2genome-gene-0.69;Dbxref=PFAM:PF05608,InterPro:IPR008496;Name=rte1;_AED=0.16;_QI=0|1|0|1|0|0|2|0|239;_eAED=0.16;product=Protein 	PF05608	1	Signal, 
http://pfam.xfam.org/family/PF01479	scaffold12163:211209-214551	ID=evm-scaffold12163-processed-gene-0.116-mRNA-1;Parent=evm-scaffold12163-processed-gene-0.116;Dbxref=PFAM:PF00163,PFAM:PF01479,SUPERFAMILY:SSF55174,InterPro:IPR001912,InterPro:IPR002942;Name=imp3_2;Ontology_term=GO:0003723,GO:0005622,GO:0019843;_AED=0.12;_QI=3|1|1|1|0.33|0.5|4|304|182;_eAED=0.12;product=U3 	PF01479	0	None
http://pfam.xfam.org/family/PF06799	scaffold12163:214816-220739	ID=maker-scaffold12163-exonerate_protein2genome-gene-0.71-mRNA-1;Parent=maker-scaffold12163-exonerate_protein2genome-gene-0.71;Dbxref=PRODOM:PD016444,PFAM:PF06799,InterPro:IPR009631;Name=ycf36_2;_AED=0.00;_QI=71|1|1|1|0|0|4|199|265;_eAED=0.00;product=Uncharacterized 	PF06799	1	Signal, 
http://pfam.xfam.org/family/PF07714	scaffold12163:222374-252216	ID=evm-scaffold12163-processed-gene-0.111-mRNA-1;Parent=evm-scaffold12163-processed-gene-0.111;Dbxref=PFAM:PF07714,PFAM:PF14381,SUPERFAMILY:SSF56112,InterPro:IPR001245,InterPro:IPR011009;Name=edr1_4;Ontology_term=GO:0004672,GO:0006468;_AED=0.06;_QI=145|1|1|1|0.73|0.75|16|360|929;_eAED=0.06;product=Serine/threonine-protein 	PF07714	3	Signal, Kinase, Embryo, 
http://pfam.xfam.org/family/PF00574	scaffold15066:226873-228772	ID=maker-scaffold15066-exonerate_protein2genome-gene-0.13-mRNA-1;Parent=maker-scaffold15066-exonerate_protein2genome-gene-0.13;Dbxref=PFAM:PF00574,SUPERFAMILY:SSF52096,InterPro:IPR023562,InterPro:IPR029045;Name=clpp3_2;_AED=0.44;_QI=0|0|0|1|0|0|3|0|213;_eAED=0.45;product=ATP-dependent 	PF00574	1	Protease, 
http://pfam.xfam.org/family/PF03639	scaffold15066:247037-254632	ID=maker-scaffold15066-exonerate_protein2genome-gene-0.20-mRNA-1;Parent=maker-scaffold15066-exonerate_protein2genome-gene-0.20;Dbxref=PFAM:PF03639,InterPro:IPR005200;Name=acf2;Ontology_term=GO:0052861;_AED=0.34;_QI=0|0|0|1|0|0|2|0|660;_eAED=0.34;product=Endo-1%2C3(4)-beta-glucanase 	PF03639	0	None
http://pfam.xfam.org/family/PF00230	scaffold11953:250351-258261	ID=maker-scaffold11953-exonerate_protein2genome-gene-0.47-mRNA-1;Parent=maker-scaffold11953-exonerate_protein2genome-gene-0.47;Dbxref=PFAM:PF00230,SUPERFAMILY:SSF81338,InterPro:IPR000425,InterPro:IPR023271;Name=nip2-2;Ontology_term=GO:0005215,GO:0006810,GO:0016020;_AED=0.09;_QI=0|0|0|1|0|0|3|0|117;_eAED=0.10;product=Aquaporin 	PF00230	1	Signal, 
http://pfam.xfam.org/family/PF07714	scaffold15066:260194-264011	ID=evm-scaffold15066-processed-gene-0.89-mRNA-1;Parent=evm-scaffold15066-processed-gene-0.89;Dbxref=PFAM:PF07714,SUPERFAMILY:SSF56112,InterPro:IPR001245,InterPro:IPR011009;Name=perk8_2;Ontology_term=GO:0004672,GO:0006468;_AED=0.21;_QI=0|1|0.85|1|0.83|0.71|7|486|389;_eAED=0.21;product=Proline-rich 	PF07714	3	Signal, Kinase, Embryo, 
http://pfam.xfam.org/family/PF00043	scaffold5217:272995-274304	ID=maker-scaffold5217-exonerate_protein2genome-gene-0.88-mRNA-1;Parent=maker-scaffold5217-exonerate_protein2genome-gene-0.88;Dbxref=PFAM:PF00043,PFAM:PF02798,SUPERFAMILY:SSF47616,SUPERFAMILY:SSF52833,InterPro:IPR004045,InterPro:IPR004046,InterPro:IPR010987,InterPro:IPR012336;Name=hsp26-a_3;Ontology_term=GO:0005515;_AED=0.47;_QI=0|1|0|1|0|0|2|0|223;_eAED=0.47;product=Probable 	PF00043	0	None
http://pfam.xfam.org/family/PF02798	scaffold5217:272995-274304	ID=maker-scaffold5217-exonerate_protein2genome-gene-0.88-mRNA-1;Parent=maker-scaffold5217-exonerate_protein2genome-gene-0.88;Dbxref=PFAM:PF00043,PFAM:PF02798,SUPERFAMILY:SSF47616,SUPERFAMILY:SSF52833,InterPro:IPR004045,InterPro:IPR004046,InterPro:IPR010987,InterPro:IPR012336;Name=hsp26-a_3;Ontology_term=GO:0005515;_AED=0.47;_QI=0|1|0|1|0|0|2|0|223;_eAED=0.47;product=Probable 	PF02798	6	Resistance, Apoptosis, Cell death, Signal, Kinase, 
http://pfam.xfam.org/family/PF00454	scaffold12163:281173-282843	ID=maker-scaffold12163-exonerate_protein2genome-gene-0.41-mRNA-1;Parent=maker-scaffold12163-exonerate_protein2genome-gene-0.41;Dbxref=PFAM:PF00454,InterPro:IPR000403;Name=pi4kg6;Ontology_term=GO:0016301;_AED=0.08;_QI=0|-1|0|1|-1|0|1|0|556;_eAED=0.08;product=Phosphatidylinositol 	PF00454	3	Apoptosis, Signal, Kinase, 
http://pfam.xfam.org/family/PF00069	scaffold12163:283407-289594	ID=evm-scaffold12163-processed-gene-0.104-mRNA-1;Parent=evm-scaffold12163-processed-gene-0.104;Dbxref=PFAM:PF00069,SUPERFAMILY:SSF56112,InterPro:IPR000719,InterPro:IPR011009;Name=at5g15730_4;Ontology_term=GO:0004672,GO:0005524,GO:0006468;_AED=0.05;_QI=433|1|1|1|0.4|0.45|11|232|415;_eAED=0.05;product=Probable 	PF00069	4	Apoptosis, Signal, Kinase, Embryo, 
http://pfam.xfam.org/family/PF14009	scaffold7599:295378-295887	ID=maker-scaffold7599-exonerate_protein2genome-gene-0.43-mRNA-1;Parent=maker-scaffold7599-exonerate_protein2genome-gene-0.43;Dbxref=PFAM:PF14009,InterPro:IPR025322;Name=at1g66480_3;_AED=0.00;_QI=0|-1|0|1|-1|0|1|0|169;_eAED=0.02;product=Uncharacterized 	PF14009	1	Signal, 
http://pfam.xfam.org/family/PF00043	scaffold5217:295422-296842	ID=maker-scaffold5217-exonerate_protein2genome-gene-0.86-mRNA-1;Parent=maker-scaffold5217-exonerate_protein2genome-gene-0.86;Dbxref=PFAM:PF00043,PFAM:PF02798,SUPERFAMILY:SSF47616,SUPERFAMILY:SSF52833,InterPro:IPR004045,InterPro:IPR004046,InterPro:IPR010987,InterPro:IPR012336;Name=hsp26-a;Ontology_term=GO:0005515;_AED=0.47;_QI=0|1|0|1|0|0|2|0|222;_eAED=0.47;product=Probable 	PF00043	0	None
http://pfam.xfam.org/family/PF02798	scaffold5217:295422-296842	ID=maker-scaffold5217-exonerate_protein2genome-gene-0.86-mRNA-1;Parent=maker-scaffold5217-exonerate_protein2genome-gene-0.86;Dbxref=PFAM:PF00043,PFAM:PF02798,SUPERFAMILY:SSF47616,SUPERFAMILY:SSF52833,InterPro:IPR004045,InterPro:IPR004046,InterPro:IPR010987,InterPro:IPR012336;Name=hsp26-a;Ontology_term=GO:0005515;_AED=0.47;_QI=0|1|0|1|0|0|2|0|222;_eAED=0.47;product=Probable 	PF02798	6	Resistance, Apoptosis, Cell death, Signal, Kinase, 
http://pfam.xfam.org/family/PF00043	scaffold5217:300530-311117	ID=maker-scaffold5217-exonerate_protein2genome-gene-0.85-mRNA-1;Parent=maker-scaffold5217-exonerate_protein2genome-gene-0.85;Dbxref=PFAM:PF00043,PFAM:PF02798,SUPERFAMILY:SSF47616,SUPERFAMILY:SSF52833,InterPro:IPR004045,InterPro:IPR004046,InterPro:IPR010987,InterPro:IPR012336;Name=hsp26-a_2;Ontology_term=GO:0005515;_AED=0.28;_QI=3692|1|1|1|0|0|6|873|222;_eAED=0.28;product=Probable 	PF00043	0	None
http://pfam.xfam.org/family/PF02798	scaffold5217:300530-311117	ID=maker-scaffold5217-exonerate_protein2genome-gene-0.85-mRNA-1;Parent=maker-scaffold5217-exonerate_protein2genome-gene-0.85;Dbxref=PFAM:PF00043,PFAM:PF02798,SUPERFAMILY:SSF47616,SUPERFAMILY:SSF52833,InterPro:IPR004045,InterPro:IPR004046,InterPro:IPR010987,InterPro:IPR012336;Name=hsp26-a_2;Ontology_term=GO:0005515;_AED=0.28;_QI=3692|1|1|1|0|0|6|873|222;_eAED=0.28;product=Probable 	PF02798	6	Resistance, Apoptosis, Cell death, Signal, Kinase, 
http://pfam.xfam.org/family/PF00289	scaffold7599:329444-333925	ID=evm-scaffold7599-processed-gene-0.14-mRNA-1;Parent=evm-scaffold7599-processed-gene-0.14;Dbxref=PFAM:PF00289,PFAM:PF02786,SUPERFAMILY:SSF56059,InterPro:IPR005479,InterPro:IPR005481;Name=poptrdraft_831870_2;Ontology_term=GO:0005524;_AED=0.26;_QI=52|0|0|1|1|1|6|0|156;_eAED=0.34;product=Biotin 	PF00289	0	None
http://pfam.xfam.org/family/PF00153	scaffold5217:349231-349425	ID=evm-scaffold5217-processed-gene-0.5-mRNA-1;Parent=evm-scaffold5217-processed-gene-0.5;Dbxref=PFAM:PF00153,SUPERFAMILY:SSF103506,InterPro:IPR018108,InterPro:IPR023395;Name=slc25a44_2;_AED=0.46;_QI=15|-1|0|1|-1|0|1|0|60;_eAED=0.50;product=Solute 	PF00153	1	Kinase, 
http://pfam.xfam.org/family/PF00153	scaffold5217:349877-353455	ID=maker-scaffold5217-exonerate_est2genome-gene-0.16-mRNA-1;Parent=maker-scaffold5217-exonerate_est2genome-gene-0.16;Dbxref=PFAM:PF00153,SUPERFAMILY:SSF103506,InterPro:IPR018108,InterPro:IPR023395;Name=mcfx;_AED=0.43;_QI=0|1|0.5|1|0|0|2|212|58;_eAED=0.43;product=Mitochondrial 	PF00153	1	Kinase, 
http://pfam.xfam.org/family/PF13650	scaffold5217:363898-366137	ID=maker-scaffold5217-exonerate_protein2genome-gene-0.55-mRNA-1;Parent=maker-scaffold5217-exonerate_protein2genome-gene-0.55;Dbxref=PFAM:PF03732,PFAM:PF13650,SUPERFAMILY:SSF50630,InterPro:IPR005162,InterPro:IPR021109;Name=ddi1_29;_AED=0.14;_QI=0|0|0|1|0|0|2|0|719;_eAED=0.42;product=DNA 	PF13650	1	Protease, 
http://pfam.xfam.org/family/PF00278	scaffold11953:375036-381088	ID=evm-scaffold11953-processed-gene-0.88-mRNA-1;Parent=evm-scaffold11953-processed-gene-0.88;Dbxref=PFAM:PF00278,PFAM:PF02784,SUPERFAMILY:SSF50621,SUPERFAMILY:SSF51419,InterPro:IPR009006,InterPro:IPR022643,InterPro:IPR022644,InterPro:IPR029066;Name=lysa2;Ontology_term=GO:0003824;_AED=0.02;_QI=8|1|1|1|0.71|0.75|8|391|484;_eAED=0.02;product=Diaminopimelate 	PF00278	0	None
http://pfam.xfam.org/family/PF02784	scaffold11953:375036-381088	ID=evm-scaffold11953-processed-gene-0.88-mRNA-1;Parent=evm-scaffold11953-processed-gene-0.88;Dbxref=PFAM:PF00278,PFAM:PF02784,SUPERFAMILY:SSF50621,SUPERFAMILY:SSF51419,InterPro:IPR009006,InterPro:IPR022643,InterPro:IPR022644,InterPro:IPR029066;Name=lysa2;Ontology_term=GO:0003824;_AED=0.02;_QI=8|1|1|1|0.71|0.75|8|391|484;_eAED=0.02;product=Diaminopimelate 	PF02784	0	None
http://pfam.xfam.org/family/PF00665	scaffold12163:388669-392466	ID=maker-scaffold12163-exonerate_protein2genome-gene-0.82-mRNA-1;Parent=maker-scaffold12163-exonerate_protein2genome-gene-0.82;Dbxref=PFAM:PF00665,PFAM:PF07727,PFAM:PF14244,SUPERFAMILY:SSF53098,SUPERFAMILY:SSF56672,InterPro:IPR001584,InterPro:IPR012337,InterPro:IPR013103,InterPro:IPR029472;Name=polx_144;Ontology_term=GO:0003676,GO:0015074;_AED=0.46;_QI=0|0|0|1|0|0|4|0|1112;_eAED=0.46;product=Retrovirus-related 	PF00665	2	Kinase, Protease, 
http://pfam.xfam.org/family/PF00009	scaffold5217:393231-402344	ID=evm-scaffold5217-processed-gene-0.9-mRNA-1;Parent=evm-scaffold5217-processed-gene-0.9;Dbxref=PFAM:PF00009,PFAM:PF03144,PFAM:PF09173,SUPERFAMILY:SSF50447,SUPERFAMILY:SSF50465,SUPERFAMILY:SSF52540,InterPro:IPR004161,InterPro:IPR009000,InterPro:IPR009001,InterPro:IPR015256,InterPro:IPR027417;Name=eif2s3;Ontology_term=GO:0005525;_AED=0.13;_QI=285|1|1|1|0.55|0.6|10|384|464;_eAED=0.13;product=Eukaryotic 	PF00009	3	Resistance, Signal, 
http://pfam.xfam.org/family/PF14111	scaffold11953:424526-424777	ID=maker-scaffold11953-exonerate_protein2genome-gene-0.73-mRNA-1;Parent=maker-scaffold11953-exonerate_protein2genome-gene-0.73;Dbxref=PFAM:PF14111,InterPro:IPR025558;Name=os08g0549200;_AED=0.30;_QI=0|-1|0|1|-1|0|1|0|83;_eAED=0.39;product=Beta-galactosidase 	PF14111	1	Signal, 
http://pfam.xfam.org/family/PF01762	scaffold11953:464429-474586	ID=evm-scaffold11953-processed-gene-0.93-mRNA-1;Parent=evm-scaffold11953-processed-gene-0.93;Dbxref=PFAM:PF01762,InterPro:IPR002659;Name=b3galt12;Ontology_term=GO:0006486,GO:0008378,GO:0016020;_AED=0.11;_QI=40|1|1|1|0.66|0.71|7|454|369;_eAED=0.11;product=Probable 	PF01762	0	None
